# DMann Herwig7 data file with counts/nAnn as function of E_kin (not divided by nAnn right now)
# Created: Wed Dec  6 11:37:05 2017
# Number of simulated events: 100000
# WIMP mass: 200 GeV
# PDG code of annihilation channel: 5
# PDG code of yield particle: -11
# 
# E_low	E_high	norm	counts
# 1967299 entries, mean +- sigma = 1.55845 +- 4.14102
# xlo xhi ynorm y_entr
2e-08 2.19296e-08 0 0
2.19296e-08 2.40453e-08 0 0
2.40453e-08 2.63651e-08 0 0
2.63651e-08 2.89088e-08 0 0
2.89088e-08 3.16979e-08 0 0
3.16979e-08 3.4756e-08 0 0
3.4756e-08 3.81092e-08 0 0
3.81092e-08 4.17859e-08 0 0
4.17859e-08 4.58174e-08 0 0
4.58174e-08 5.02377e-08 0 0
5.02377e-08 5.50846e-08 0 0
5.50846e-08 6.0399e-08 0 0
6.0399e-08 6.62262e-08 0 0
6.62262e-08 7.26156e-08 0 0
7.26156e-08 7.96214e-08 0 0
7.96214e-08 8.73032e-08 0 0
8.73032e-08 9.5726e-08 0 0
9.5726e-08 1.04961e-07 0 0
1.04961e-07 1.15088e-07 0 0
1.15088e-07 1.26191e-07 0 0
1.26191e-07 1.38366e-07 0 0
1.38366e-07 1.51716e-07 0 0
1.51716e-07 1.66353e-07 0 0
1.66353e-07 1.82402e-07 0 0
1.82402e-07 2e-07 0 0
2e-07 2.19296e-07 0 0
2.19296e-07 2.40453e-07 0 0
2.40453e-07 2.63651e-07 0 0
2.63651e-07 2.89088e-07 0 0
2.89088e-07 3.16979e-07 0 0
3.16979e-07 3.4756e-07 0 0
3.4756e-07 3.81092e-07 0 0
3.81092e-07 4.17859e-07 0 0
4.17859e-07 4.58174e-07 0 0
4.58174e-07 5.02377e-07 0 0
5.02377e-07 5.50846e-07 0 0
5.50846e-07 6.0399e-07 0 0
6.0399e-07 6.62262e-07 0 0
6.62262e-07 7.26156e-07 0 0
7.26156e-07 7.96214e-07 0 0
7.96214e-07 8.73032e-07 0 0
8.73032e-07 9.5726e-07 0 0
9.5726e-07 1.04961e-06 11.0078 2
1.04961e-06 1.15088e-06 0 0
1.15088e-06 1.26191e-06 0 0
1.26191e-06 1.38366e-06 0 0
1.38366e-06 1.51716e-06 3.80777 1
1.51716e-06 1.66353e-06 0 0
1.66353e-06 1.82402e-06 6.33433 2
1.82402e-06 2e-06 0 0
2e-06 2.19296e-06 0 0
2.19296e-06 2.40453e-06 0 0
2.40453e-06 2.63651e-06 0 0
2.63651e-06 2.89088e-06 1.99834 1
2.89088e-06 3.16979e-06 1.82251 1
3.16979e-06 3.4756e-06 1.66215 1
3.4756e-06 3.81092e-06 3.0318 2
3.81092e-06 4.17859e-06 0 0
4.17859e-06 4.58174e-06 0 0
4.58174e-06 5.02377e-06 4.59971 4
5.02377e-06 5.50846e-06 1.04875 1
5.50846e-06 6.0399e-06 0.956468 1
6.0399e-06 6.62262e-06 0 0
6.62262e-06 7.26156e-06 0 0
7.26156e-06 7.96214e-06 0.725555 1
7.96214e-06 8.73032e-06 0.661714 1
8.73032e-06 9.5726e-06 1.81047 3
9.5726e-06 1.04961e-05 1.10078 2
1.04961e-05 1.15088e-05 2.00785 4
1.15088e-05 1.26191e-05 1.37338 3
1.26191e-05 1.38366e-05 2.08757 5
1.38366e-05 1.51716e-05 3.04621 8
1.51716e-05 1.66353e-05 2.08364 6
1.66353e-05 1.82402e-05 2.53373 8
1.82402e-05 2e-05 2.88849 10
2e-05 2.19296e-05 5.5321 21
2.19296e-05 2.40453e-05 2.88305 12
2.40453e-05 2.63651e-05 4.16317 19
2.63651e-05 2.89088e-05 3.79686 19
2.89088e-05 3.16979e-05 4.55628 25
3.16979e-05 3.4756e-05 4.32159 26
3.4756e-05 3.81092e-05 4.69929 31
3.81092e-05 4.17859e-05 4.97706 36
4.17859e-05 4.58174e-05 4.28696 34
4.58174e-05 5.02377e-05 3.90975 34
5.02377e-05 5.50846e-05 4.71936 45
5.50846e-05 6.0399e-05 5.35622 56
6.0399e-05 6.62262e-05 4.62324 53
6.62262e-05 7.26156e-05 5.64844 71
7.26156e-05 7.96214e-05 5.58678 77
7.96214e-05 8.73032e-05 5.29371 80
8.73032e-05 9.5726e-05 5.73316 95
9.5726e-05 0.000104961 6.7698 123
0.000104961 0.000115088 7.07766 141
0.000115088 0.000126191 6.54646 143
0.000126191 0.000138366 6.30445 151
0.000138366 0.000151716 7.19668 189
0.000151716 0.000166353 7.67472 221
