# DMann Pythia8 data file with counts/nAnn as function of E_kin
# Created: Fri Apr 20 17:47:53 2018
# Number of simulated events: 1000000
# WIMP mass: 200 GeV
# PDG code of annihilation channel: 24
# PDG code of yield particle: -14
# 
# E		counts/nAnn
2.09648e-08		0
2.29874e-08		0
2.52052e-08		0
2.7637e-08		0
3.03033e-08		0
3.32269e-08		0
3.64326e-08		0
3.99476e-08		0
4.38016e-08		0
4.80275e-08		0
5.26612e-08		0
5.77418e-08		0
6.33126e-08		0
6.94209e-08		0
7.61185e-08		0
8.34623e-08		0
9.15146e-08		0
1.00344e-07		0
1.10025e-07		0
1.2064e-07		0
1.32279e-07		0
1.45041e-07		0
1.59034e-07		0
1.74377e-07		0
1.91201e-07		0
2.09648e-07		0
2.29874e-07		0
2.52052e-07		0
2.7637e-07		0
3.03033e-07		0
3.32269e-07		0
3.64326e-07		0
3.99476e-07		0
4.38016e-07		0
4.80275e-07		0
5.26612e-07		0
5.77418e-07		0
6.33126e-07		0
6.94209e-07		0
7.61185e-07		0
8.34623e-07		0
9.15146e-07		0
1.00344e-06		0
1.10025e-06		0
1.2064e-06		0
1.32279e-06		0
1.45041e-06		0
1.59034e-06		0
1.74377e-06		0
1.91201e-06		0
2.09648e-06		0
2.29874e-06		0
2.52052e-06		0
2.7637e-06		0
3.03033e-06		0
3.32269e-06		0
3.64326e-06		0
3.99476e-06		0
4.38016e-06		0
4.80275e-06		0
5.26612e-06		0
5.77418e-06		0
6.33126e-06		0
6.94209e-06		0
7.61185e-06		0
8.34623e-06		0
9.15146e-06		0
1.00344e-05		0
1.10025e-05		0
1.2064e-05		0
1.32279e-05		0
1.45041e-05		0
1.59034e-05		0
1.74377e-05		0
1.91201e-05		0
2.09648e-05		0
2.29874e-05		0
2.52052e-05		0
2.7637e-05		0
3.03033e-05		0
3.32269e-05		0
3.64326e-05		0
3.99476e-05		0
4.38016e-05		0
4.80275e-05		0
5.26612e-05		0
5.77418e-05		0
6.33126e-05		0
6.94209e-05		0
7.61185e-05		0
8.34623e-05		0
9.15146e-05		0
0.000100344		0
0.000110025		0
0.00012064		0
0.000132279		0
0.000145041		0
0.000159034		0
0.000174377		0
0.000191201		0
0.000209648		0
0.000229874		0
0.000252052		0
0.00027637		0
0.000303033		0
0.000332269		0
0.000364326		0
0.000399476		0
0.000438016		0
0.000480275		0
0.000526612		0
0.000577418		0
0.000633126		0
0.000694209		0
0.000761185		0
0.000834623		0
0.000915146		0
0.00100344		0
0.00110025		0
0.0012064		0
0.00132279		0
0.00145041		0
0.00159034		0
0.00174377		0
0.00191201		0
0.00209648		0
0.00229874		0
0.00252052		0
0.0027637		0
0.00303033		0
0.00332269		0
0.00364326		0
0.00399476		0
0.00438016		0
0.00480275		0
0.00526612		0
0.00577418		0
0.00633126		0
0.00694209		0
0.00761185		0
0.00834623		0
0.00915146		0
0.0100344		0
0.0110025		0
0.012064		0
0.0132279		0
0.0145041		0
0.0159034		0
0.0174377		0
0.0191201		0
0.0209648		0
0.0229874		0
0.0252052		0
0.027637		0
0.0303033		0
0.0332269		0
0.0364326		0
0.0399476		0
0.0438016		0
0.0480275		0
0.0526612		0
0.0577418		0
0.0633126		0
0.0694209		0
0.0761185		0
0.0834623		0
0.0915146		0
0.100344		0
0.110025		0
0.12064		0
0.132279		0
0.145041		0
0.159034		0
0.174377		0
0.191201		0
0.209648		0
0.229874		0
0.252052		0
0.27637		0
0.303033		0
0.332269		0
0.364326		0
0.399476		0
0.438016		0
0.480275		0
0.526612		0
0.577418		0
0.633126		0
0.694209		0
0.761185		0
0.834623		0
0.915146		0
1.00344		0
1.10025		0
1.2064		0
1.32279		1e-06
1.45041		0
1.59034		0
1.74377		0
1.91201		0
2.09648		0
2.29874		0
2.52052		0
2.7637		1e-06
3.03033		1e-06
3.32269		3e-06
3.64326		2e-06
3.99476		3e-06
4.38016		4e-06
4.80275		4e-06
5.26612		7e-06
5.77418		1.2e-05
6.33126		2e-05
6.94209		5.1e-05
7.61185		0.000117
8.34623		0.000832
9.15146		0.002073
10.0344		0.002357
11.0025		0.002759
12.064		0.003116
13.2279		0.003503
14.5041		0.003785
15.9034		0.004223
17.4377		0.004539
19.1201		0.005145
20.9648		0.005576
22.9874		0.00605
25.2052		0.006789
27.637		0.007362
30.3033		0.00811
33.2269		0.0089
36.4326		0.009783
39.9476		0.010545
43.8016		0.011794
48.0275		0.012844
52.6612		0.014253
57.7418		0.015596
63.3126		0.016944
69.4209		0.018652
76.1185		0.020026
83.4623		0.022278
91.5146		0.024466
100.344		0.026929
110.025		0.029581
120.64		0.0324
132.279		0.035263
145.041		0.0387
159.034		0.042593
174.377		0.046105
191.201		0.025104
